filename,Arabika,Liberika,Robusta
49_jpg.rf.01c8096fe0ac1b38b22463722216ccb4.jpg,1,0,0
119_jpg.rf.016eb67923b54c3d2354ff769d6b405e.jpg,1,0,0
157_jpg.rf.01ee8a9f98b32e0485b1f8c7f6d36c43.jpg,1,0,0
61_jpg.rf.0092e6d034d1e63c3918dd75d7bbacc7.jpg,0,0,1
155_jpg.rf.019ed31b1ebcd332b2611d8a3dd4630b.jpg,0,0,1
110_jpg.rf.01b38c6a210980a9e04ff4ac0002ae59.jpg,0,0,1
57_jpg.rf.018a9e80b1578399da2d4e7e4daf5c42.jpg,1,0,0
44_jpg.rf.01c2081ffbac4e08af452208ccab9643.jpg,1,0,0
95_jpg.rf.01bdf68bbfb9952b738f8ddcb90fe533.jpg,1,0,0
113_jpg.rf.01ddc7f2736046db41b58e0c32468b5d.jpg,0,1,0
87_jpg.rf.01daed5a5fc89bce45ea88c98db232d5.jpg,1,0,0
98_jpg.rf.023836bf61f5df6dab9537bce2ae8515.jpg,1,0,0
86_jpg.rf.01e6fad2a03ec98ba70922b7f2ec99d4.jpg,1,0,0
40_jpg.rf.012f05b23b05751ee0f817be96f6b2ef.jpg,0,0,1
56_jpg.rf.0227e7742619915ba91f0f5486f717f9.jpg,0,1,0
50_jpg.rf.01a6f6a504c956d81ab1e93c9a542dff.jpg,0,0,1
127_jpg.rf.01feab9ecfdfb65fce963c7ba579ccd6.jpg,1,0,0
77_jpg.rf.01f4c2bb7facacb72a6be2008e2ba42d.jpg,1,0,0
8_jpg.rf.0272c12d48c4d86c342961b364005cd0.jpg,1,0,0
160_jpg.rf.01c44ff1e080bac0ced0b233322cd5de.jpg,1,0,0
85_jpg.rf.026b9e959bc25d10a145e1e786c5ecaf.jpg,1,0,0
107_jpg.rf.02dfb8436395f1726f8594407a809936.jpg,1,0,0
86_jpg.rf.024d61640b14b6e29c494d417effa18d.jpg,0,0,1
58_jpg.rf.0293c7e72a67175be514d5746a1f05ee.jpg,1,0,0
107_jpg.rf.01fdf7c614810ebdc695947727494789.jpg,1,0,0
6_jpg.rf.02c2e1079495bcfd90a1ac0a1f5cb907.jpg,1,0,0
86_jpg.rf.029406c23f753d01c342088e1a44c1ba.jpg,1,0,0
73_jpg.rf.02d8d3e101c10305b562de0c533423cf.jpg,1,0,0
24_jpg.rf.02154509c39807e70b10956a905e7b3e.jpg,1,0,0
128_jpg.rf.02e5a6cf4d0d6ebcf07c0141549c2fcb.jpg,0,0,1
126_jpg.rf.03063ce388badcfd1cf81e682a1a45bc.jpg,0,0,1
3_jpg.rf.02b49b393777c2f84cf71ad2320c5eaf.jpg,1,0,0
154_jpg.rf.0317762a3cadb7c3f2af500584983f3d.jpg,0,0,1
105_jpg.rf.02b446fe1fcbba162cd874223b13cc4a.jpg,1,0,0
7_jpg.rf.03175a900fd24227374ca6e11da8f9c7.jpg,0,1,0
37_jpg.rf.02dfa4eef8f8c369d7552fbfb2c737f1.jpg,1,0,0
86_jpg.rf.027a0f5e8403ee790cfdadd2c3db6a67.jpg,1,0,0
119_jpg.rf.035984495d8a51532259e1acfbff1278.jpg,1,0,0
152_jpg.rf.028f930443d3f9859d4424f36075fa13.jpg,1,0,0
41_jpg.rf.033567a9dc686c9d7603dad8dc836874.jpg,0,0,1
147_jpg.rf.0356f1eed1cafb24e190c9ddf9036cdc.jpg,1,0,0
124_jpg.rf.02827e43aa690cf327d6816400bcce72.jpg,1,0,0
118_jpg.rf.031d6498809d8f0ae09b5d126bdfd56a.jpg,1,0,0
167_jpg.rf.0324ef84bbc94af006a69d8505237bb2.jpg,1,0,0
23_jpg.rf.0355ddc34d4caf3a76165709f9d83b97.jpg,1,0,0
56_jpg.rf.0354e9214a6d04b86af8c9e9b5983e15.jpg,1,0,0
138_jpg.rf.021d007a5ff9023b188c36b1a9de8f6b.jpg,1,0,0
27_jpg.rf.036da1569cddb263339f758b40e17aa3.jpg,0,0,1
144_jpg.rf.02da27206f1c6619cdd55cd072b16721.jpg,1,0,0
37_jpg.rf.026612c52f5b4e7e48a9263984aff455.jpg,1,0,0
17_jpg.rf.03625504296ecb414b352838a8dfffcf.jpg,0,0,1
65_jpg.rf.0316634983f826a60fde5efaae3802c5.jpg,0,0,1
76_jpg.rf.0357b73b88efc541a45d05c53edfc950.jpg,0,0,1
58_jpg.rf.0375704837210b7699ea6d3d39bbfb92.jpg,1,0,0
79_jpg.rf.03232fdbf24bcfba5ba7ceb3d2078e41.jpg,1,0,0
75_jpg.rf.039a6dc59e926a1995b33c7866e519f8.jpg,1,0,0
108_jpg.rf.03801c7db5a532ef2b167402343ce847.jpg,1,0,0
69_jpg.rf.039d4af17c66e51f219bed56782f0d14.jpg,0,0,1
69_jpg.rf.039f1efeb4ce7de1f3aa54f1d0261249.jpg,0,1,0
94_jpg.rf.03820d9e44e09706813b3512e9bf50a6.jpg,1,0,0
6_jpg.rf.03a4e1d78e6587d5066be749ed39593f.jpg,0,1,0
150_jpg.rf.03bd11f1828f4960299dc6ce8c33c904.jpg,0,0,1
157_jpg.rf.03a0d682fab5385ad983977ab73e14fe.jpg,1,0,0
160_jpg.rf.03ebb017d6352e3c69263819f7291cb7.jpg,1,0,0
167_jpg.rf.03b6b1146eaea29bf23e72ed9369f27a.jpg,0,0,1
12_jpg.rf.03b30c86254e458c6211176da3201865.jpg,1,0,0
121_jpg.rf.03d13004ef46d778fd221b872bfa5b91.jpg,1,0,0
128_jpg.rf.037ebe6785ba952dbbcc8f8bb3927d72.jpg,1,0,0
149_jpg.rf.0418ac7cdb9fac580fe1a733cf3da289.jpg,1,0,0
107_jpg.rf.04118b2d4cd6225eedff4306d81e1218.jpg,1,0,0
94_jpg.rf.039538a4ac870c80b43a32fdc4b39e8d.jpg,0,0,1
128_jpg.rf.03ec34df85a6528c28132983998e6dd7.jpg,1,0,0
149_jpg.rf.03c7b39a1c4a796c366b53662ada02be.jpg,0,0,1
69_jpg.rf.04042b7dd0e3bb9e09120f3487856311.jpg,0,0,1
109_jpg.rf.03fbcec3d9fd59e0793bc4a4d8a4dd70.jpg,0,0,1
102_jpg.rf.0400faadf91327e24d94e880ee188635.jpg,1,0,0
73_jpg.rf.0433364a7fb72bc7190866eef1cdf254.jpg,0,0,1
99_jpg.rf.03dab765f2da526648a2cd3e79876741.jpg,1,0,0
98_jpg.rf.048e47a51735f1cbb96429d860d71cc8.jpg,1,0,0
154_jpg.rf.0442005b0dfdecd9ca25d92f26264aa1.jpg,1,0,0
158_jpg.rf.0439c0ccf8de6e578d673b4e3766a03a.jpg,0,0,1
24_jpg.rf.047f5e575fa35fd1fa0ac8c401f1cd64.jpg,1,0,0
140_jpg.rf.03e442e3b0b07640572c720834993186.jpg,1,0,0
95_jpg.rf.030502ce06d63cce630ae934cd192014.jpg,0,0,1
116_jpg.rf.04804968593fc7782ae59d4182a52262.jpg,1,0,0
39_jpg.rf.04dc0af738b6b0e4e934d2f11e3abda1.jpg,0,0,1
108_jpg.rf.04aec9737cd54cb66b8e5249741e8a08.jpg,0,1,0
120_jpg.rf.0411712641b3b23c06ac88c19071921f.jpg,0,0,1
60_jpg.rf.04430bb4c9e9f116501f8748e26a10fd.jpg,1,0,0
68_jpg.rf.049df41017351ebc7598c1da4f0b956a.jpg,0,0,1
85_jpg.rf.04a030a786fe008f13287d00a672fe5e.jpg,1,0,0
132_jpg.rf.04dd9acc901ad1aa899d5ace4abcdd2f.jpg,1,0,0
101_jpg.rf.05026d53f8307ed792b5adbb822d4a5b.jpg,1,0,0
108_jpg.rf.04f136f0dc7451c17a0a7ad4cdba7eae.jpg,1,0,0
130_jpg.rf.050142d169b539cb32cf50756129d57c.jpg,1,0,0
134_jpg.rf.04c6bd8e24717249d7776bbc311b75d5.jpg,0,1,0
132_jpg.rf.04fa84a708fa3fc18e4b624ef289e4e4.jpg,1,0,0
147_jpg.rf.04a98c6559f0e7b093d35bc0b16eb817.jpg,1,0,0
83_jpg.rf.050f2d1ae596e88fef34712a83671d32.jpg,1,0,0
2_jpg.rf.05041eb43534ed09a13187a273867e52.jpg,0,0,1
38_jpg.rf.050545ed2ab85d2e9e80a33a41c3106c.jpg,1,0,0
6_jpg.rf.04cfc1014ef146facb081c3009b07cb7.jpg,1,0,0
92_jpg.rf.03de6ff0f6b29d9ee173ff3ef7519cf6.jpg,1,0,0
38_jpg.rf.05371c87a0fe59eeb7057d7e65d5d3d6.jpg,0,0,1
66_jpg.rf.051ad6effa8afd2178a2614d668d307f.jpg,1,0,0
46_jpg.rf.0527dc5bd116e7340c6cc5a1067f983b.jpg,0,0,1
149_jpg.rf.0525ae0aae3a41fda66b8fc9e9f08429.jpg,1,0,0
127_jpg.rf.051881070268b2518e7d87db5d0e4ffb.jpg,1,0,0
34_jpg.rf.04842f366d947434871eec5fb3e45d49.jpg,1,0,0
90_jpg.rf.05490c02397674a7f49902df066b61e0.jpg,1,0,0
76_jpg.rf.05051202509321d1af4a75fd72ae5972.jpg,1,0,0
103_jpg.rf.04c077209b625751d767a6d9917639be.jpg,1,0,0
41_jpg.rf.0549102b49cf5eea3c76e8849ec29a1d.jpg,1,0,0
66_jpg.rf.054424009673ce92ceec20b54fa66839.jpg,0,0,1
168_jpg.rf.053471b2e191ec1318baa4fd1bcf9dd4.jpg,1,0,0
11_jpg.rf.0568073b6edc32d00d5c2647d271c810.jpg,1,0,0
99_jpg.rf.04d889f38c2218ecb0bfc243985539fe.jpg,1,0,0
149_jpg.rf.054101f3b7416f9f657c757be0373830.jpg,1,0,0
31_jpg.rf.054f519cf6c7f8fd5b9a9b6cfd6b8683.jpg,1,0,0
115_jpg.rf.043db198fefefa4919139299ddd7bee2.jpg,1,0,0
41_jpg.rf.055f0a4cd4debe3ec884c996e20a4e47.jpg,1,0,0
114_jpg.rf.05919413f30e6f2aaa8456bdf5a4de0c.jpg,1,0,0
45_jpg.rf.0552cf3f13256b690a881e15e246a9af.jpg,1,0,0
53_jpg.rf.058a465c8b7c7930f1c85de2f7596714.jpg,0,1,0
29_jpg.rf.05560afc4ebd7b84432a48408a2afcf4.jpg,1,0,0
123_jpg.rf.058124de4f8538905b98136527c663a5.jpg,1,0,0
71_jpg.rf.0569a1ff16acfa20fb854c9b52cd9064.jpg,1,0,0
19_jpg.rf.05779a1a3dadde00ca935d782fff79e6.jpg,1,0,0
160_jpg.rf.058813719930ee442b55a9d6587a5f9a.jpg,1,0,0
136_jpg.rf.05a91dcafaf8808942e9712e49cdc225.jpg,0,0,1
124_jpg.rf.059eaecf4e589b33c3c5331b964a995f.jpg,0,0,1
32_jpg.rf.055201b594ef8ca8765f9173912ecac5.jpg,1,0,0
32_jpg.rf.05257c6f7288a5d3a40d726d9f3317ce.jpg,1,0,0
130_jpg.rf.0574ed91ad6765310d9b097014db43b8.jpg,1,0,0
65_jpg.rf.05f613d2d1f528e72771d7c8eccd5612.jpg,1,0,0
84_jpg.rf.05baab1d127d5311dbf4a79e7016141c.jpg,0,0,1
161_jpg.rf.05a9aa4de3bfde4092b3319d52c0342e.jpg,0,0,1
123_jpg.rf.054a0300025d7bca76aef8f584091fb4.jpg,0,0,1
62_jpg.rf.05abdbb50ebd529d37fad7733eab3836.jpg,1,0,0
26_jpg.rf.06190fb6716eb5784770afd1865e3f32.jpg,0,0,1
135_jpg.rf.0603139d6ebc1bc241c9882dee207867.jpg,1,0,0
136_jpg.rf.0672455c57c395cb42e69cbad71511c0.jpg,1,0,0
113_jpg.rf.0690c28edfe6e22aeb678c28a5f9e865.jpg,1,0,0
25_jpg.rf.05e31a83f5cac199e934b3f953b32a84.jpg,1,0,0
93_jpg.rf.0674c918b0ac11177ce4a6aba5b3c24c.jpg,1,0,0
89_jpg.rf.06724de5da9b4e063b1bde2f6282248f.jpg,1,0,0
136_jpg.rf.0569ca0ab6824e68ddd453c2ac5c3976.jpg,1,0,0
54_jpg.rf.069a05883b1a153a3630e2e9346b9206.jpg,1,0,0
52_jpg.rf.06804885ac7a0fd79a95c0928a243386.jpg,1,0,0
104_jpg.rf.066a7ff114767dec5a557506685ef76d.jpg,1,0,0
95_jpg.rf.064df1e32f5588bc15125f889066360e.jpg,1,0,0
62_jpg.rf.06c7fb22964e1050a7316497f68df008.jpg,1,0,0
168_jpg.rf.0609bd933c39f6895b7fa7b3aabc90df.jpg,1,0,0
63_jpg.rf.065f9444c6ef210259ae04419e59b5cb.jpg,0,0,1
22_jpg.rf.067f9984ff947cad9b670a7c2e1c860f.jpg,1,0,0
8_jpg.rf.0628d85399e6feaf2b08ea683973f8fb.jpg,1,0,0
33_jpg.rf.06dfb0da44aff98564fa00fc37c6f904.jpg,0,0,1
28_jpg.rf.0693ebe24059c3a486baf2b05e07a5b2.jpg,0,0,1
156_jpg.rf.06bd748b6652a9e8e6f59c4e90629ef1.jpg,1,0,0
43_jpg.rf.070b1c9b112c084ff613e9c745ceb464.jpg,1,0,0
115_jpg.rf.06f5c94f57f7c6007351470c82cce54f.jpg,1,0,0
124_jpg.rf.065a95f64c071d698470c44ce7036d4a.jpg,1,0,0
56_jpg.rf.06566aca4fee52b4a13294e53b18618f.jpg,0,0,1
58_jpg.rf.06c778315496227401746a26e4b5503f.jpg,1,0,0
28_jpg.rf.0723deaf599047761bfefe0568f06592.jpg,1,0,0
135_jpg.rf.0642d4b71b995d1bf363d5e89e79d3bb.jpg,1,0,0
117_jpg.rf.07481967f2a5b4142a344c100fa91f0c.jpg,1,0,0
130_jpg.rf.06ebed53160e03f4eb820243b01aa95a.jpg,0,0,1
125_jpg.rf.072e095c507ae691567f5da9226bd8af.jpg,1,0,0
70_jpg.rf.062b9af051aa60cfc5f324087fbc40f0.jpg,1,0,0
60_jpg.rf.075fea8c7ef85efe01e56e88158fe98a.jpg,1,0,0
150_jpg.rf.07336d351d45fc35ffef4a15ec34f6c1.jpg,1,0,0
43_jpg.rf.072632cb1a99687931a21a623de58102.jpg,1,0,0
94_jpg.rf.06d96abcb3e97e87cc1a9b68d8436f52.jpg,1,0,0
36_jpg.rf.0753810a1ed0d6cae5d7416d897dd868.jpg,1,0,0
134_jpg.rf.073946a786919e4e95d9a2ff8da1ee3c.jpg,0,0,1
150_jpg.rf.07570bf00637decd396507f432210a50.jpg,1,0,0
145_jpg.rf.06ff1b86b70d8c58583adb3cc8355eb5.jpg,1,0,0
127_jpg.rf.072ec0d59ca426fe1b17137803c103f8.jpg,0,1,0
129_jpg.rf.076fd4b4baebc0dae1974ba4d4ae6680.jpg,0,0,1
59_jpg.rf.07e31d451a9f61952181da4226146e67.jpg,0,1,0
23_jpg.rf.0803025cd687e7436968533183624c29.jpg,1,0,0
124_jpg.rf.07d355744066bf42762f78cc8621089b.jpg,1,0,0
12_jpg.rf.07e9722d41d9c12d8498abb8b3df1369.jpg,1,0,0
142_jpg.rf.07dfba49a1500059cf3314d41ebfba2c.jpg,1,0,0
124_jpg.rf.07ceac1855af689d709a141687ac28bd.jpg,1,0,0
163_jpg.rf.07a521d272a3c5749589a12d0dcad559.jpg,1,0,0
81_jpg.rf.07db279af624e02c11573cd0e49b8b6c.jpg,0,0,1
123_jpg.rf.07ffc38e7ca1eac4531ac55820a42e14.jpg,1,0,0
90_jpg.rf.07b05ddf7312f755f48c47e8f765a916.jpg,1,0,0
101_jpg.rf.08013ae46883f8197857b26d5e0f4a22.jpg,0,0,1
33_jpg.rf.07ff0f9d7f422b6e0edc14d3f8647afa.jpg,1,0,0
147_jpg.rf.08067a1ae2e6615d602f43a0213cabc7.jpg,1,0,0
4_jpg.rf.0814e3b0a8bd39fe1648bf453cc1b74a.jpg,1,0,0
84_jpg.rf.083a328522d42081af58147b3b212791.jpg,1,0,0
102_jpg.rf.0835a05da7fbf75dc04faae5e5cf5ea6.jpg,0,0,1
71_jpg.rf.082cc49aa68e4ad080665d804c193d65.jpg,1,0,0
77_jpg.rf.0823fa38a3eaf87f7d67cccb56e97cf3.jpg,0,0,1
30_jpg.rf.0858e48a25337a7d88201d1992ddf6de.jpg,1,0,0
13_jpg.rf.0810e3fb098b7bd8003c19ff1de76389.jpg,1,0,0
15_jpg.rf.0834053bda9f0012ab7a8c401649d444.jpg,0,0,1
112_jpg.rf.0868b0016d9364cfec783cd0c7485ab3.jpg,0,0,1
3_jpg.rf.085906a4202d02eebf702a616d343245.jpg,1,0,0
30_jpg.rf.085fa60bbe25d8e5661b4a5cdce7c97a.jpg,1,0,0
132_jpg.rf.080d25650d11592124fe9310ee4b8f1a.jpg,1,0,0
84_jpg.rf.07fe923b3b8236027e17fb262ffc0aa5.jpg,0,1,0
113_jpg.rf.079cea4cd5bcc52ffd5af8db512269b5.jpg,1,0,0
10_jpg.rf.087558ca4bff06689bf803208e2037cd.jpg,1,0,0
167_jpg.rf.089a429c19244053dac72961d7d1ae13.jpg,1,0,0
93_jpg.rf.077862e1c0d17e5eb946424e5c721bf0.jpg,0,0,1
93_jpg.rf.08747745c03e8359ff46af4f3961ba37.jpg,1,0,0
132_jpg.rf.0789dd20fd7ff1ef6f590904e5fe4179.jpg,1,0,0
102_jpg.rf.07ecffced70cc405aac1e601d17a783b.jpg,1,0,0
36_jpg.rf.07934b20efd10e6ac548dc2851d89786.jpg,0,0,1
35_jpg.rf.07ed3df4e431d7d2a02b98993466b711.jpg,1,0,0
124_jpg.rf.08fbe68a65c395ff3f23c74eb39b45d9.jpg,1,0,0
95_jpg.rf.07f528543718f61773b60b09f55708c4.jpg,1,0,0
88_jpg.rf.08887dcb2435169988a60e5e9aaf8d71.jpg,0,0,1
11_jpg.rf.087eae533af83fbf25207e57acfeaf62.jpg,1,0,0
36_jpg.rf.0898bd198164b0027ab6316b85846814.jpg,1,0,0
13_jpg.rf.077602fd9bb5fa1484813820d4632514.jpg,0,0,1
115_jpg.rf.08f71530645e8e0fbaded21c70ee7f52.jpg,1,0,0
18_jpg.rf.0950e64251e03184f8524b11fad337de.jpg,1,0,0
122_jpg.rf.09026388dd7cd39d29e26966aec44b8f.jpg,1,0,0
72_jpg.rf.08203d1134ea93a07cfa970e430fef6c.jpg,0,0,1
162_jpg.rf.077240b34f568f546367c36da7b2e057.jpg,1,0,0
74_jpg.rf.08bc942cb14c66d69acb93c9da7eb301.jpg,1,0,0
109_jpg.rf.08ce6db648fe30e4add1b07aa2aad051.jpg,1,0,0
17_jpg.rf.093833129ab92b92a2b3484d7b798d41.jpg,1,0,0
61_jpg.rf.07713b177863780c4104612abed40a7b.jpg,1,0,0
163_jpg.rf.091eaa5028d25718e63bb9feffafb7d9.jpg,1,0,0
11_jpg.rf.097d83fd8528b780a207a2ea64af27a4.jpg,1,0,0
165_jpg.rf.08ad3d62c65c255997dae85a9f77d2f4.jpg,1,0,0
54_jpg.rf.08b1f6b333ecdb7f05bd4b16f4c86728.jpg,1,0,0
148_jpg.rf.0947ec3d5dc7bec55fc311dd795404a1.jpg,1,0,0
11_jpg.rf.09a850607abdb86ad0b4f275a96d0270.jpg,1,0,0
6_jpg.rf.0985efb50b6468fbfee53c2b7a5b663f.jpg,1,0,0
76_jpg.rf.093f3b255b48baefee60b8f3c70677f5.jpg,1,0,0
34_jpg.rf.09545f8ebf6563e2b26ec2d5fd7d84ee.jpg,0,1,0
22_jpg.rf.0957706acc55de0b54375a73080055eb.jpg,0,1,0
125_jpg.rf.096f72dad5207a6dfddecedb2ffe98ec.jpg,1,0,0
46_jpg.rf.097b116c6ec923d35c002407e07620ad.jpg,1,0,0
126_jpg.rf.09110d2329153284c26e7c1f0119cfa2.jpg,0,1,0
6_jpg.rf.0963a42c849527979b216e7d28ae28bc.jpg,1,0,0
97_jpg.rf.097cfa97c989b3b021d06dcd4e056878.jpg,0,0,1
113_jpg.rf.096e5966c4acaaf74bc08be5391833b0.jpg,1,0,0
150_jpg.rf.09f4990be1c558209cefd1ec3833c73a.jpg,1,0,0
96_jpg.rf.09baf9e873e532db95a8e4f21f9d8072.jpg,1,0,0
93_jpg.rf.092b60c32a6f08d24298bf8c59f49091.jpg,1,0,0
131_jpg.rf.09c33f123a21187cf2e5cf32d1e1e973.jpg,1,0,0
59_jpg.rf.0978323b904db8df9e699cb23a0349ac.jpg,1,0,0
120_jpg.rf.07966446e5b91e4bce87c2535ea4b54c.jpg,1,0,0
160_jpg.rf.09cf84187ac0486dc6d8a7731b33587c.jpg,1,0,0
104_jpg.rf.09c70027b7b543b973db73bdb2179113.jpg,1,0,0
7_jpg.rf.09b0ce7b2cabeff699f2f855db02955b.jpg,1,0,0
120_jpg.rf.09fb44a7aa471c093c8a5e5f35215b5a.jpg,0,0,1
72_jpg.rf.09dfd0de8f6aa50b56cc608ee5724086.jpg,0,1,0
114_jpg.rf.09f561622ec8953a5183a0eb8bed91d4.jpg,1,0,0
47_jpg.rf.09e417e43ff21c2b4347152d2152063c.jpg,1,0,0
39_jpg.rf.09eb78c700a11ce1ddb4b46163f840f0.jpg,1,0,0
94_jpg.rf.09f8b1a8aa0ca4df64a162cbaf9e418c.jpg,0,0,1
104_jpg.rf.08c4c91cb27ee47e686aa3db3310941d.jpg,1,0,0
33_jpg.rf.0a0de6ae11af50a11bb7f18ed4713920.jpg,0,1,0
78_jpg.rf.0a0e4c1cad01d4fad51302942dfdc579.jpg,1,0,0
66_jpg.rf.0a38a79f700f01a8d215b5278075112d.jpg,1,0,0
109_jpg.rf.0a063cba578b8bda541dba9ed7c86ff3.jpg,0,0,1
75_jpg.rf.0a01a17ee1d18414ff672ad1584d729d.jpg,1,0,0
68_jpg.rf.0a2c358f3aa9b3a57823625a282763a7.jpg,0,1,0
100_jpg.rf.0a023e2b4210205507d8b6425764f60b.jpg,1,0,0
80_jpg.rf.0a148c548a13885684c0a76285bad607.jpg,0,0,1
34_jpg.rf.07894a3c2d8b9c7f1a58b555ce49ba66.jpg,1,0,0
54_jpg.rf.0a27c1e19a8cb533311c3c75ff1e6b38.jpg,1,0,0
157_jpg.rf.0a0e0f2cd3bc4e3878ccff5216842a8c.jpg,1,0,0
62_jpg.rf.09f408f26b04d594182ed9477886e0fd.jpg,1,0,0
39_jpg.rf.0a23861d78f0bee320a7d8fd40b78558.jpg,1,0,0
143_jpg.rf.0a22eb2bdbac11e403907c1c969e7807.jpg,1,0,0
75_jpg.rf.09068d3f3df458a8932c30e776bc526e.jpg,1,0,0
92_jpg.rf.0a39be35c6f99f404520ff2d1ffb961c.jpg,0,0,1
77_jpg.rf.0a816968d6cb03367a672bf11022cb8d.jpg,1,0,0
50_jpg.rf.0a910c0d23a42b3e38659bc0551bab56.jpg,1,0,0
125_jpg.rf.0a9f4fc864d60ebe0be4321e72c4b19c.jpg,1,0,0
153_jpg.rf.0a626f03dd53cedc5caa26576db82a84.jpg,0,1,0
96_jpg.rf.0aa35763de9ff78047dcfa0234e628a1.jpg,1,0,0
93_jpg.rf.0b0a3fe3b219b394bde91aa08a78b713.jpg,0,0,1
34_jpg.rf.0abada8a005d269c3dc073c80c244161.jpg,1,0,0
139_jpg.rf.0b065d2980492205afc3d07ae64bdb21.jpg,1,0,0
78_jpg.rf.098e91f7c488218280aa780b42cb1f91.jpg,1,0,0
40_jpg.rf.0a928b63dedbbe76c302019daec8c9e0.jpg,0,0,1
66_jpg.rf.0b2bb4183261cd08e6644961238c8950.jpg,0,0,1
68_jpg.rf.0b29cc8ccc623658e029e8ce106c1d34.jpg,1,0,0
64_jpg.rf.0a5ed83e0bc619aef5dbb51f04d5d453.jpg,1,0,0
83_jpg.rf.0b29858dd7403962cb35b2e1f2721b95.jpg,1,0,0
129_jpg.rf.0aa46882ad8e792e476a952b51855bdd.jpg,0,0,1
93_jpg.rf.0a4dbca322b28b11f9283a990e5348f6.jpg,1,0,0
135_jpg.rf.0b718e324eac284c3d37306174d28f11.jpg,1,0,0
65_jpg.rf.0b867b88b125cc2fd5219ab0744b4865.jpg,1,0,0
21_jpg.rf.0a106e5190cc2b170e3b8c89f55b0295.jpg,0,1,0
91_jpg.rf.0b5db70420d62459e2e922d7d3f97e09.jpg,1,0,0
49_jpg.rf.0b4225843f522c69bc21318357e3739c.jpg,1,0,0
122_jpg.rf.0afd6bdcad7f3bbd6a3663df29069d67.jpg,0,0,1
77_jpg.rf.0b3c5a29212141f4107b32761176c7c4.jpg,0,0,1
13_jpg.rf.0b36e7e0225dc1bc2ba076140a0be56a.jpg,1,0,0
71_jpg.rf.0b154f6224c89c5b4687a2f08f795329.jpg,1,0,0
158_jpg.rf.0b8c1ee3db2d1e9f34de732824986d53.jpg,1,0,0
33_jpg.rf.0b697c1fa9f411cef6c964461c352256.jpg,1,0,0
103_jpg.rf.0b614f73e6093bcfffeb37b1392c5700.jpg,1,0,0
39_jpg.rf.0b450bd4b6db6f7d8104f33251653966.jpg,1,0,0
32_jpg.rf.0b8100654e3d05dab76861a2cca909de.jpg,1,0,0
70_jpg.rf.0b9826bd507f06b0149f31c5b10d270d.jpg,1,0,0
110_jpg.rf.0b84d9bfa7e969618d64ff8b72edad96.jpg,1,0,0
